x1,x2,x3,x4,x5,x6,x7,x8,trajectory,computed_value
2.24066503121012,1.7044382869190535,1.6840238021769238,1.0756442304585976,0.8067727107372396,0.5332356059673876,0.5211860500295837,0.0729197662281243,4,0.8683840549487183
1.8757278102786727,1.7437019378253178,1.981764391473104,1.3035460262604492,0.6289967495876021,0.5560104036702328,0.6839875547110831,0.2650882635190607,4,0.868384052604349
1.482661021365267,1.668646598657301,2.190587764952645,1.5696107800412793,0.3938384607405038,0.5120128778951847,0.7841698936425028,0.4508276778235212,4,0.8683840599662229
1.099900983156444,1.4931434436820183,2.22853304760208,1.875290869770165,0.0952201604403799,0.4008835914248401,0.8013435428220379,0.6287637779349636,4,0.8683840603405871
0.7846331428503182,1.2716959460551234,2.0277885906029485,2.162616562217176,-0.2425390043829116,0.2403514002240575,0.7069458350302031,0.7713188599745766,4,0.8683840424189171
0.5601108685843562,1.067482242755682,1.637827580884386,2.3302765574194386,-0.579620535233398,0.0653028315613823,0.4933707179151029,0.8459869547054463,4,0.868384059979601
0.412304696309998,0.904674000799408,1.169600612160738,2.2777592721492748,-0.8859926488175449,-0.1001806202882112,0.1566623334064837,0.8231921843528702,4,0.8683840684010858
0.3368523338439498,0.797074270503106,0.7722769235965559,1.968287454089441,-1.088110623162629,-0.2268074169512988,-0.2584120839562049,0.677163852033582,4,0.8683840593650025
0.3257425897563832,0.7393399204118172,0.5118257704560949,1.517197695350621,-1.121647811489548,-0.3019974902956508,-0.6697710039330566,0.4168650118165711,4,0.8683840618726553
0.3944570836070849,0.7235195526989573,0.3506872965862693,1.022995358058329,-0.93024493141472,-0.3236277081217185,-1.0478603455138324,0.0227349493818036,4,0.8683840673379918
0.6659326445828657,0.794296941548497,0.2764426487958359,0.5991870081916114,-0.4065667478161234,-0.2302979058496493,-1.2857518979938376,-0.5121815289373955,4,0.8683840613743145
1.114776346996757,0.9977572343430348,0.3044247153287448,0.4324214251424699,0.1086537991389567,-0.0022452844225666,-1.1893314627007956,-0.8383546450864491,4,0.8683840578046551
1.520019879378074,1.3099343826704153,0.4085642635304297,0.393786287578008,0.4187234133108682,0.2699770463939676,-0.8951060611909573,-0.9319469341603932,4,0.8683840661623764
1.7510417537116254,1.7232138149993494,0.6214393714038944,0.4085801063696344,0.5602108986571194,0.5441910444487544,-0.4757169248351037,-0.8950672850828661,4,0.8683840706102136
1.7070206974505775,2.09508817198552,0.9754397109992452,0.4548921870374242,0.5347495687830709,0.7395956393550704,-0.0248669240074975,-0.7876948396747451,4,0.8683840829467927
2.53529232167482,1.5434887634058652,1.338386438324675,0.8696886687034268,0.9303089446651132,0.4340452849892082,0.2914647378871045,-0.1396199834428639,4,0.8683840508035718
2.65069207711707,1.2523221189369649,0.972190356830669,0.6770303935331158,0.97482076707774,0.2249995230821623,-0.0282036533351474,-0.3900391126416701,4,0.8683840753335509
2.425649360587383,0.922996111180259,0.6805619887650991,0.5326024182558434,0.8860992661052417,-0.0801302577273165,-0.3848363680707776,-0.6299800651397565,4,0.8683840553961697
1.9899088860956229,0.6922358058952035,0.5197027196506401,0.4616726940601759,0.6880888518065991,-0.3678286214457911,-0.6544983238649431,-0.7728990933880202,4,0.8683840533400253
1.4939854168600792,0.5409324724046427,0.4362159861324427,0.4432334628754879,0.4014473255251535,-0.6144608278807641,-0.8296177772560688,-0.8136586435213559,4,0.8683840514413331
0.9809755122599816,0.4400476776839716,0.4095125600559535,0.4862771266094645,-0.0192077817466978,-0.8208721995675118,-0.8927877044720695,-0.7209765982338892,4,0.8683840432831695
0.5145382740680058,0.3927256142445687,0.4916855395679049,0.6864706289682038,-0.664485335672159,-0.9346440935396352,-0.7099159140511929,-0.3761918384210382,4,0.8683840638948793
0.3148247446416338,0.4322460068114748,0.7840324127950439,1.0603266425212658,-1.1557391612026535,-0.8387603926072164,-0.2433049166355,0.0585770139764414,4,0.8683840750476423
0.2832733557302172,0.5345493771528963,1.2199307454110515,1.3267748511855422,-1.2613429262325129,-0.626331172703559,0.1987940910773966,0.282751073423288,4,0.8683840768550513
0.3132627526324184,0.6968406975221041,1.7102026622307365,1.4053084926447088,-1.1607129753166026,-0.361198448831826,0.5366118794165184,0.3402568464028994,4,0.8683840815563144
0.3882688779300123,0.9437464054120566,2.159372583410108,1.3312524551392997,-0.946057195005948,-0.0578977872610631,0.7698177088578365,0.286120194709991,4,0.8683840941805974
0.5257728156369106,1.319814835016152,2.440304588099272,1.159371001452549,-0.6428860689797044,0.2774914502556955,0.892122862702572,0.1478776179258169,4,0.8683840924103076
0.7267220488971877,1.7612817593012244,2.408119099862968,0.9795925906010592,-0.3192112006925587,0.5660418163186917,0.8788459862994489,-0.0206185176311171,4,0.8683841007818245
0.9609999140023864,2.1273553690094555,2.1492085685741062,0.8456931570187608,-0.0397809594994796,0.7548795974903534,0.7650996667313724,-0.1675986837263293,4,0.8683841005013228
1.2273585333916703,2.366151597191596,1.7801921014046087,0.7437346845665298,0.2048643262989134,0.8612648367037626,0.5767212806182395,-0.2960709145137751,4,0.8683841017382292
